Moeda	Sigla_Moeda	Preco	Und_Monetaria	Var	Periodo_Var	Data_Captura	Hora_Captura	Fornecimento_Total
VIMworld	VEED	0.02	BRL	-0.38	1d	2023-09-05	10:53:20	100000000000.0
Mango	MNGO	0.09	BRL	-1.78	1d	2023-09-05	10:53:20	10000000000.0
BarnBridge	BOND	10.77	BRL	-4.76	1d	2023-09-05	10:53:20	10000000.0
Opulous	OPUL	0.33	BRL	5.47	1d	2023-09-05	10:53:20	500000000.0
OG Fan Token	OG	21.79	BRL	1.09	1d	2023-09-05	10:53:20	5000000.0
Stader	SD	3.01	BRL	-0.86	1d	2023-09-05	10:53:20	150000000.0
Epic Cash	EPIC	5.06	BRL	-0.42	1d	2023-09-05	10:53:20	16776284.0
MAP Protocol	MAP	0.04	BRL	-0.87	1d	2023-09-05	10:53:20	10000000000.0
DeRace	DERC	0.77	BRL	-1.66	1d	2023-09-05	10:53:20	120000000.0
Dust Protocol	DUST	4.38	BRL	-1.08	1d	2023-09-05	10:53:20	33297819.0
DFI.Money	YFII	2166.47	BRL	-3.41	1d	2023-09-05	10:53:20	39375.0
UFO Gaming	UFO	0.0	BRL	0.63	1d	2023-09-05	10:53:20	25757575757575.5
TerraKRW	KRT	0.0	BRL	0.26	1d	2023-09-05	10:53:20	38350095381.33
Elitium	EUM	2.96	BRL	82.15	1d	2023-09-05	10:53:20	332200000.0
r/FortNiteBR Bricks	BRICK	0.74	BRL	-0.37	1d	2023-09-05	10:53:20	111230228.0
VAIOT	VAI	0.31	BRL	0.21	1d	2023-09-05	10:53:20	400000000.0
BitMart Token	BMX	0.47	BRL	-0.5	1d	2023-09-05	10:53:20	881679315.04
Star Atlas DAO	POLIS	0.52	BRL	-4.3	1d	2023-09-05	10:53:20	360000000.0
S.S. Lazio Fan Token	LAZIO	9.26	BRL	0.01	1d	2023-09-05	10:53:20	40000000.0
Origin Dollar	OUSD	4.97	BRL	0.0	1d	2023-09-05	10:53:20	15936346.0
Voxies	VOXEL	0.67	BRL	-0.81	1d	2023-09-05	10:53:20	300000000.0
Fusion	FSN	1.06	BRL	-0.39	1d	2023-09-05	10:53:20	74354913.0
YooShi	YOOSHI	0.0	BRL	-0.59	1d	2023-09-05	10:53:20	1000000000000000.0
Celo Euro	CEUR	5.35	BRL	0.35	1d	2023-09-05	10:53:20	14383888.86
Taraxa	TARA	0.03	BRL	-6.15	1d	2023-09-05	10:53:20	10240163442.0
Tranchess	CHESS	0.61	BRL	1.3	1d	2023-09-05	10:53:20	300000000.0
XPR Network	XPR	0.0	BRL	-0.67	1d	2023-09-05	10:53:20	28030198381.53
CENNZnet	CENNZ	0.06	BRL	1.0	1d	2023-09-05	10:53:20	1200000000.0
AirSwap	AST	0.43	BRL	3.04	1d	2023-09-05	10:53:20	500000000.0
StaFi	FIS	1.24	BRL	3.75	1d	2023-09-05	10:53:20	114911733.05
Ternoa	CAPS	0.06	BRL	2.35	1d	2023-09-05	10:53:20	2500000000.0
Shiden Network	SDN	1.19	BRL	5.09	1d	2023-09-05	10:53:20	71394391.64
Syntropy	NOIA	0.11	BRL	0.47	1d	2023-09-05	10:53:20	1000000000.0
Harvest Finance	FARM	108.06	BRL	3.05	1d	2023-09-05	10:53:20	704835.78
Maro	MARO	0.07	BRL	-1.74	1d	2023-09-05	10:53:20	986579312.49
Velas	VLX	0.03	BRL	-0.01	1d	2023-09-05	10:53:20	2494980154.72
MANTRA	OM	0.1	BRL	1.19	1d	2023-09-05	10:53:20	888888888.0
BIDR	BIDR	0.0	BRL	-0.24	1d	2023-09-05	10:53:20	645700000000.0
HOPR	HOPR	0.21	BRL	-0.73	1d	2023-09-05	10:53:20	394545361.0
Paris Saint-Germain Fan Token	PSG	15.57	BRL	-0.74	1d	2023-09-05	10:53:20	20000000.0
dForce	DF	0.17	BRL	2.51	1d	2023-09-05	10:53:20	999926174.95
Frontier	FRONT	0.8	BRL	0.19	1d	2023-09-05	10:53:20	100000000.0
Everdome	DOME	0.0	BRL	7.64	1d	2023-09-05	10:53:20	100000000000.0
Tamadoge	TAMA	0.05	BRL	0.59	1d	2023-09-05	10:53:20	1417967396.0
Assemble Protocol	ASM	0.06	BRL	8.8	1d	2023-09-05	10:53:20	1490625000.0
ForTube	FOR	0.09	BRL	0.75	1d	2023-09-05	10:53:20	1000000000.0
FC Porto Fan Token	PORTO	9.13	BRL	0.06	1d	2023-09-05	10:53:20	40000000.0
Kava Lend	HARD	0.53	BRL	2.19	1d	2023-09-05	10:53:20	200000000.0
RMRK	RMRK	7.47	BRL	2.16	1d	2023-09-05	10:53:20	10000000.0
Star Atlas	ATLAS	0.01	BRL	0.54	1d	2023-09-05	10:53:20	36000000000.0
League of Kingdoms Arena	LOKA	0.95	BRL	-0.76	1d	2023-09-05	10:53:20	183987308.15
BurgerCities	BURGER	1.62	BRL	0.13	1d	2023-09-05	10:53:20	42850150.56
Circuits of Value	COVAL	0.04	BRL	-3.69	1d	2023-09-05	10:53:20	1786752135.91
Shiba Predator	QOM	0.0	BRL	-1.37	1d	2023-09-05	10:53:20	599886333333333.0
Ellipsis	EPS	0.1	BRL	-1.7	1d	2023-09-05	10:53:20	723701571.8
PolySwarm	NCT	0.04	BRL	-1.22	1d	2023-09-05	10:53:20	1885913075.85
AC Milan Fan Token	ACM	9.44	BRL	0.05	1d	2023-09-05	10:53:20	20000000.0
Boson Protocol	BOSON	0.64	BRL	11.39	1d	2023-09-05	10:53:20	200000000.0
GameZone	GZONE	0.08	BRL	3.13	1d	2023-09-05	10:53:20	840117284.94
VIDT DAO	VIDT	0.09	BRL	5.03	1d	2023-09-05	10:53:20	1000000000.0
Image Generation AI	IMGNAI	0.09	BRL	9.41	1d	2023-09-05	10:53:20	1000000000.0
Waltonchain	WTC	0.76	BRL	3.52	1d	2023-09-05	10:53:20	87938551.0
UNCX Network	UNCX	1439.29	BRL	-1.7	1d	2023-09-05	10:53:20	47650.0
Cosplay Token	COT	0.17	BRL	-0.07	1d	2023-09-05	10:53:20	1000000000.0
rhino.fi	DVF	2.77	BRL	0.33	1d	2023-09-05	10:53:20	100000000.0
Santos FC Fan Token	SANTOS	14.61	BRL	0.57	1d	2023-09-05	10:53:20	30000000.0
Metahero	HERO	0.01	BRL	1.55	1d	2023-09-05	10:53:20	9766213274.0
Snek	SNEK	0.0	BRL	-0.89	1d	2023-09-05	10:53:20	76715880000.0
Games for a Living	GFAL	0.09	BRL	4.38	1d	2023-09-05	10:53:20	10000000000.0
XCAD Network Play	PLAY	0.32	BRL	-2.24	1d	2023-09-05	10:53:20	547161989.8
Decentral Games	DG	0.09	BRL	-2.69	1d	2023-09-05	10:53:20	726182012.76
Rarible	RARI	4.55	BRL	-1.4	1d	2023-09-05	10:53:20	25000000.0
AirDAO	AMB	0.04	BRL	3.52	1d	2023-09-05	10:53:20	6373098340.0
Radiant	RXD	0.01	BRL	0.51	1d	2023-09-05	10:53:20	7249489344.17
Volt Inu	VOLT	0.0	BRL	-0.24	1d	2023-09-05	10:53:20	69000000000000.0
ICHI	ICHI	9.75	BRL	1.22	1d	2023-09-05	10:53:20	10000000.0
PIVX	PIVX	0.85	BRL	3.56	1d	2023-09-05	10:53:20	76234550.59
Stratos	STOS	3.21	BRL	-3.15	1d	2023-09-05	10:53:20	100000000.0
PARSIQ	PRQ	0.34	BRL	0.65	1d	2023-09-05	10:53:20	310256872.0
DIMO	DIMO	0.45	BRL	0.05	1d	2023-09-05	10:53:20	1000000000.0
Revain	REV	0.0	BRL	0.53	1d	2023-09-05	10:53:20	85061485689.83
HAVAH	HVH	0.14	BRL	20.13	1d	2023-09-05	10:53:20	5254233333.0
GameFi.org	GAFI	7.43	BRL	-13.58	1d	2023-09-05	10:53:20	14954970.32
FIO Protocol	FIO	0.09	BRL	0.57	1d	2023-09-05	10:53:20	839242769.77
Bonk	BONK	0.0	BRL	-3.5	1d	2023-09-05	10:53:20	93915674902775.5
Swarm	BZZ	1.24	BRL	-0.02	1d	2023-09-05	10:53:20	61917552.82
Kleros	PNK	0.08	BRL	-2.74	1d	2023-09-05	10:53:20	764626704.0
Dogechain	DC	0.0	BRL	-1.65	1d	2023-09-05	10:53:20	169576431189.78
Pluton	PLU	32.68	BRL	0.37	1d	2023-09-05	10:53:20	20000000.0
Augur	REP	5.5	BRL	-0.49	1d	2023-09-05	10:53:20	11000000.0
Dock	DOCK	0.07	BRL	2.21	1d	2023-09-05	10:53:20	912944740.37
Hacken Token	HAI	0.09	BRL	-2.0	1d	2023-09-05	10:53:20	971883420.0
Diamond	DMD	16.0	BRL	-0.65	1d	2023-09-05	10:53:20	3773268.03
Vectorspace AI	VXV	1.23	BRL	-1.84	1d	2023-09-05	10:53:20	50000000.0
KILT Protocol	KILT	1.21	BRL	-2.63	1d	2023-09-05	10:53:20	151251450.0
VITE	VITE	0.06	BRL	-0.85	1d	2023-09-05	10:53:20	1072039318.64
Ellipsis	EPX	0.0	BRL	1.76	1d	2023-09-05	10:53:20	132000000000.0
Kwenta	KWENTA	396.36	BRL	-2.0	1d	2023-09-05	10:53:20	607155.62
Zano	ZANO	5.0	BRL	0.43	1d	2023-09-05	10:53:20	13882052.99
Minswap	MIN	0.08	BRL	-0.52	1d	2023-09-05	10:53:20	5000000000.0
SOLVE	SOLVE	0.11	BRL	10.76	1d	2023-09-05	10:53:20	1000000000.0
Nexa	NEXA	0.0	BRL	-3.24	1d	2023-09-05	10:53:20	2251290000000.0
Tornado Cash	TORN	13.54	BRL	-2.52	1d	2023-09-05	10:53:20	9999997.0
Drep [new]	DREP	1.2	BRL	3.12	1d	2023-09-05	10:53:20	100000000.0
Juventus Fan Token	JUV	10.38	BRL	0.7	1d	2023-09-05	10:53:20	20000000.0
Spheroid Universe	SPH	0.03	BRL	0.4	1d	2023-09-05	10:53:20	2153698388.28
Bitcoin Diamond	BCD	0.3	BRL	-1.25	1d	2023-09-05	10:53:20	189492897.95
Samoyedcoin	SAMO	0.02	BRL	1.95	1d	2023-09-05	10:53:20	4746913623.0
LATOKEN	LA	0.15	BRL	-4.45	1d	2023-09-05	10:53:20	400000000.0
CONUN	CON	0.02	BRL	-0.47	1d	2023-09-05	10:53:20	5000000000.0
OAX	OAX	0.73	BRL	35.03	1d	2023-09-05	10:53:20	100000000.0
ArbDoge AI	AIDOGE	0.0	BRL	-0.17	1d	2023-09-05	10:53:20	1.91609763385755e+17
AIOZ Network	AIOZ	0.06	BRL	0.48	1d	2023-09-05	10:53:20	1038204274.63
Presearch	PRE	0.14	BRL	-0.22	1d	2023-09-05	10:53:20	500000000.0
Era Swap	ES	0.03	BRL	-0.64	1d	2023-09-05	10:53:20	3726541006.0
Marinade Staked SOL	MSOL	110.72	BRL	0.16	1d	2023-09-05	10:53:20	498000.0
Unibright	UBT	0.36	BRL	-3.4	1d	2023-09-05	10:53:20	150000000.0
Nash	NEX	1.34	BRL	0.27	1d	2023-09-05	10:53:20	50000000.0
ApolloX	APX	0.12	BRL	0.52	1d	2023-09-05	10:53:20	3976356037.63
ERC20	ERC20	0.05	BRL	-22.85	1d	2023-09-05	10:53:20	12999999994.06
Chrono.tech	TIME	74.03	BRL	-2.87	1d	2023-09-05	10:53:20	710112.81
Izumi Finance	IZI	0.07	BRL	-1.44	1d	2023-09-05	10:53:20	2000000000.0
Gifto	GFT	0.05	BRL	-0.03	1d	2023-09-05	10:53:20	1020000000.0
RAI Finance	SOFI	0.15	BRL	-0.69	1d	2023-09-05	10:53:20	1000000000.0
HUSD	HUSD	0.24	BRL	0.01	1d	2023-09-05	10:53:20	222593861.49
GALAXIA	GXA	0.02	BRL	-2.0	1d	2023-09-05	10:53:20	10000000000.0
GET Protocol	GET	4.58	BRL	-0.25	1d	2023-09-05	10:53:20	23368773.4
RFOX	RFOX	0.04	BRL	0.02	1d	2023-09-05	10:53:20	2000000000.0
TABOO TOKEN	TABOO	0.01	BRL	0.14	1d	2023-09-05	10:53:20	9782678080.0
Throne	THN	0.13	BRL	-3.9	1d	2023-09-05	10:53:20	1974198687.0
Grove Coin	GRV	0.54	BRL	-1.69	1d	2023-09-05	10:53:20	99049999.75
Somnium Space Cubes	CUBE	4.04	BRL	1.36	1d	2023-09-05	10:53:20	100000000.0
Poolz Finance	POOLX	10.8	BRL	-1.67	1d	2023-09-05	10:53:20	5500000.0
Efforce	WOZX	0.1	BRL	-1.72	1d	2023-09-05	10:53:20	1000000000.0
Hathor	HTR	0.2	BRL	-1.27	1d	2023-09-05	10:53:20	922922360.0
Saito	SAITO	0.05	BRL	1.3	1d	2023-09-05	10:53:20	3000000000.0
Goldfinch	GFI	1.7	BRL	3.83	1d	2023-09-05	10:53:20	114285714.0
TrustSwap	SWAP	0.5	BRL	2.07	1d	2023-09-05	10:53:20	99995164.27
Quantum Resistant Ledger	QRL	0.73	BRL	11.09	1d	2023-09-05	10:53:20	77393169.0
Shapeshift FOX Token	FOX	0.13	BRL	0.72	1d	2023-09-05	10:53:20	1000001337.0
QuadrantProtocol	EQUAD	0.05	BRL	-5.54	1d	2023-09-05	10:53:20	1000000000.0
MILC Platform	MLT	0.39	BRL	6.23	1d	2023-09-05	10:53:20	200000000.0
Quiztok	QTCON	0.01	BRL	0.89	1d	2023-09-05	10:53:20	12000000000.0
Dora Factory (old)	DORA	9.47	BRL	0.0	1d	2023-09-05	10:53:20	10000000.0
SquidGrow	SQUIDGROW	0.0	BRL	-3.23	1d	2023-09-05	10:53:20	2000000000000000.0
Fuse	FUSE	0.22	BRL	-1.16	1d	2023-09-05	10:53:20	314655930.55
Atletico De Madrid Fan Token	ATM	12.54	BRL	0.55	1d	2023-09-05	10:53:20	10000000.0
ETHAX	ETHAX	0.35	BRL	0.41	1d	2023-09-05	10:53:20	800000008.0
Æternity	AE	0.13	BRL	4.75	1d	2023-09-05	10:53:20	396262883.7
Rari Governance Token	RGT	3.78	BRL	0.92	1d	2023-09-05	10:53:20	12485047.99
Bitcoin 2	BTC2	2.61	BRL	8.5	1d	2023-09-05	10:53:20	17954210.59
BABB	BAX	0.0	BRL	-3.28	1d	2023-09-05	10:53:20	65000000000.0
Victoria VR	VR	0.03	BRL	-1.95	1d	2023-09-05	10:53:20	16800000000.0
Optimus AI	OPTI	0.49	BRL	-4.52	1d	2023-09-05	10:53:20	100000000.0
Observer	OBSR	0.01	BRL	-0.78	1d	2023-09-05	10:53:20	14000000000.0
Serum	SRM	0.17	BRL	-5.14	1d	2023-09-05	10:53:20	1092844982.0
SHPING	SHPING	0.02	BRL	-18.28	1d	2023-09-05	10:53:20	10000000000.0
Mint Marble	MIM	1.34	BRL	-0.04	1d	2023-09-05	10:53:20	1000000000.0
Nestree	EGG	0.02	BRL	0.49	1d	2023-09-05	10:53:20	2994901340.0
AMO Coin	AMO	0.0	BRL	-5.79	1d	2023-09-05	10:53:20	21200000000.0
Cult DAO	CULT	0.0	BRL	-1.95	1d	2023-09-05	10:53:20	4957113505372.0
Indigo Protocol	INDY	8.62	BRL	-2.57	1d	2023-09-05	10:53:20	35000000.0
Ooki Protocol	OOKI	0.01	BRL	-9.49	1d	2023-09-05	10:53:20	4777132702.43
Rupiah Token	IDRT	0.0	BRL	0.18	1d	2023-09-05	10:53:20	136048927413.0
Pitbull	PIT	0.0	BRL	2.4	1d	2023-09-05	10:53:20	1e+17
Unisocks	SOCKS	145867.49	BRL	0.0	1d	2023-09-05	10:53:20	302.0
Comtech Gold	CGO	310.72	BRL	-0.39	1d	2023-09-05	10:53:20	141000.0
Newscrypto	NWC	0.29	BRL	-2.73	1d	2023-09-05	10:53:20	270050481.27
Numbers Protocol	NUM	0.11	BRL	-4.29	1d	2023-09-05	10:53:20	436100787.0
Viberate	VIB	0.22	BRL	4.59	1d	2023-09-05	10:53:20	200000000.0
Peercoin	PPC	1.51	BRL	-1.12	1d	2023-09-05	10:53:20	28350011.98
Crust Network	CRU	3.02	BRL	-3.05	1d	2023-09-05	10:53:20	29245132.94
Ferro	FER	0.05	BRL	-0.56	1d	2023-09-05	10:53:20	4536494465.0
PRIZM	PZM	0.01	BRL	-4.73	1d	2023-09-05	10:53:20	3489212328.96
PowerPool	CVP	1.41	BRL	2.54	1d	2023-09-05	10:53:20	100000000.0
Kryll	KRL	1.1	BRL	-0.41	1d	2023-09-05	10:53:20	49417348.0
Arcblock	ABT	0.43	BRL	8.68	1d	2023-09-05	10:53:20	186000000.0
Giant Mammoth	GMMT	13.95	BRL	-0.45	1d	2023-09-05	10:53:20	5000000000.0
Galatasaray Fan Token	GAL	10.26	BRL	-0.01	1d	2023-09-05	10:53:20	10000000.0
XeniosCoin	XNC	0.55	BRL	-0.09	1d	2023-09-05	10:53:20	100413374.0
DeFi Kingdoms	JEWEL	0.58	BRL	-0.67	1d	2023-09-05	10:53:20	122840823.15
Pallapay	PALLA	0.06	BRL	-1.75	1d	2023-09-05	10:53:20	2000000000.0
SIDUS	SIDUS	0.01	BRL	2.98	1d	2023-09-05	10:53:20	29609085840.53
Experimental Finance	EXFI	0.84	BRL	-0.92	1d	2023-09-05	10:53:20	96534915.85
Grid+	GRID	1.04	BRL	0.0	1d	2023-09-05	10:53:20	300000000.0
Obyte	GBYTE	48.05	BRL	-0.96	1d	2023-09-05	10:53:20	1000000.0
Gamium	GMM	0.0	BRL	-1.27	1d	2023-09-05	10:53:20	21756488806.0
renBTC	RENBTC	132769.43	BRL	-1.13	1d	2023-09-05	10:53:20	304.5
Validity	VAL	8.2	BRL	-3.62	1d	2023-09-05	10:53:20	4920719.65
Inter Milan Fan Token	INTER	9.24	BRL	-0.56	1d	2023-09-05	10:53:20	20000000.0
Cratos	CRTS	0.0	BRL	-0.16	1d	2023-09-05	10:53:20	100000000000.0
Aurory	AURY	2.25	BRL	1.04	1d	2023-09-05	10:53:20	100000000.0
Green Satoshi Token (SOL)	GST	0.05	BRL	-1.17	1d	2023-09-05	10:53:20	833862887.33
DAD	DAD	0.06	BRL	3.14	1d	2023-09-05	10:53:20	1000000000.0
King DAG	KDAG	0.72	BRL	0.74	1d	2023-09-05	10:53:20	1000000000.0
NewYork Exchange	NYE	5.53	BRL	-0.25	1d	2023-09-05	10:53:20	381966631.0
Sentinel	DVPN	0.0	BRL	-1.69	1d	2023-09-05	10:53:20	24884130010.0
Counterparty	XCP	14.94	BRL	-0.51	1d	2023-09-05	10:53:20	2613892.0
Scallop	SCLP	0.6	BRL	-3.43	1d	2023-09-05	10:53:20	100000000.0
Vita Inu	VINU	0.0	BRL	-0.54	1d	2023-09-05	10:53:20	901836647411178.5
Dimecoin	DIME	0.0	BRL	-0.11	1d	2023-09-05	10:53:20	555998059584.0
Katana Inu	KATA	0.0	BRL	-2.36	1d	2023-09-05	10:53:20	50000000000.0
NFTX	NFTX	63.93	BRL	-0.82	1d	2023-09-05	10:53:20	650000.0
Choise.com	CHO	0.35	BRL	0.34	1d	2023-09-05	10:53:20	1000000000.0
Phantasma	SOUL	0.32	BRL	-11.23	1d	2023-09-05	10:53:20	120977097.18
Handshake	HNS	0.06	BRL	1.3	1d	2023-09-05	10:53:20	2040000000.0
apM Coin	APM	0.03	BRL	0.91	1d	2023-09-05	10:53:20	1812500000.0
BitKan	KAN	0.0	BRL	-1.09	1d	2023-09-05	10:53:20	10000000000.0
Push Protocol	PUSH	0.92	BRL	-2.35	1d	2023-09-05	10:53:20	100000000.0
MEVerse	MEV	0.02	BRL	-31.31	1d	2023-09-05	10:53:20	2000000000.0
BeNFT Solutions	BeAI	28.06	BRL	-11.95	1d	2023-09-05	10:53:20	7000000.0
MATH	MATH	0.33	BRL	-0.12	1d	2023-09-05	10:53:20	200000000.0
BSCPAD	BSCPAD	0.48	BRL	2.83	1d	2023-09-05	10:53:20	175600000.0
ZKSpace	ZKS	0.19	BRL	1.29	1d	2023-09-05	10:53:20	1000000000.0
Alephium	ALPH	0.88	BRL	-2.11	1d	2023-09-05	10:53:20	183608962.02
Across Protocol	ACX	0.27	BRL	-0.33	1d	2023-09-05	10:53:20	1000000000.0
TE-FOOD	TONE	0.06	BRL	-0.46	1d	2023-09-05	10:53:20	1000000000.0
SuperWalk	GRND	0.77	BRL	1.86	1d	2023-09-05	10:53:20	997380938.0
Deeper Network	DPR	0.02	BRL	-1.07	1d	2023-09-05	10:53:20	10000000000.0
Dimitra	DMTR	0.1	BRL	3.56	1d	2023-09-05	10:53:20	470651000.0
REVV	REVV	0.03	BRL	0.34	1d	2023-09-05	10:53:20	3000000000.0
Tarot	TAROT	0.64	BRL	7.49	1d	2023-09-05	10:53:20	100000000.0
Tokemak	TOKE	2.19	BRL	-0.99	1d	2023-09-05	10:53:20	100000000.0
Nimiq	NIM	0.0	BRL	-6.68	1d	2023-09-05	10:53:20	10967776767.81
Diamond Launch	DLC	0.37	BRL	-2.01	1d	2023-09-05	10:53:20	1000000000.0
UniLend	UFT	1.15	BRL	-3.09	1d	2023-09-05	10:53:20	100000000.0
ASTA	ASTA	0.02	BRL	-0.34	1d	2023-09-05	10:53:20	2999999990.0
pNetwork	PNT	0.48	BRL	2.74	1d	2023-09-05	10:53:20	96775228.71
PERL.eco	PERL	0.07	BRL	-2.26	1d	2023-09-05	10:53:20	1033200000.0
Prosper	PROS	1.16	BRL	0.88	1d	2023-09-05	10:53:20	100000000.0
Orbcity	ORB	0.24	BRL	34.97	1d	2023-09-05	10:53:20	1000000000.0
KARMA	KARMA	0.01	BRL	-0.56	1d	2023-09-05	10:53:20	8462823687.05
Quantstamp	QSP	0.05	BRL	-4.35	1d	2023-09-05	10:53:20	976442388.32
Sovryn	SOV	1.17	BRL	-1.12	1d	2023-09-05	10:53:20	100000000.0
Unification	FUND	1.01	BRL	-2.7	1d	2023-09-05	10:53:20	120000000.0
Meta Apes	PEEL	0.23	BRL	0.28	1d	2023-09-05	10:53:20	203131132.92
Divi	DIVI	0.01	BRL	6.04	1d	2023-09-05	10:53:20	3555234046.4
Receive Access Ecosystem	RAE	4.87	BRL	-0.13	1d	2023-09-05	10:53:20	7296605.0
Catgirl	CATGIRL	0.0	BRL	-1.04	1d	2023-09-05	10:53:20	3.67840820070996e+16
Arianee	ARIA20	1.26	BRL	1.43	1d	2023-09-05	10:53:20	200000000.0
DEAPcoin	DEP	0.0	BRL	-4.2	1d	2023-09-05	10:53:20	30000000000.0
MarsDAO	MDAO	0.48	BRL	-8.85	1d	2023-09-05	10:53:20	96027646.66
Renewable Energy	RET	0.0	BRL	0.95	1d	2023-09-05	10:53:20	5e+16
Polkadex	PDEX	4.01	BRL	-2.06	1d	2023-09-05	10:53:20	8360000.0
Rai Reflex Index	RAI	13.65	BRL	0.37	1d	2023-09-05	10:53:20	2451442.31
MASQ	MASQ	0.97	BRL	-1.56	1d	2023-09-05	10:53:20	37500000.0
AS Roma Fan Token	ASR	11.06	BRL	1.82	1d	2023-09-05	10:53:20	10000000.0
Valor Token	VALOR	0.66	BRL	-1.47	1d	2023-09-05	10:53:20	75000000.0
Buying.com	BUY	0.1	BRL	-0.77	1d	2023-09-05	10:53:20	986800000.0
Suku	SUKU	0.19	BRL	-0.02	1d	2023-09-05	10:53:20	1500000000.0
Dvision Network	DVI	0.05	BRL	-2.42	1d	2023-09-05	10:53:20	1000000000.0
Hegic	HEGIC	0.05	BRL	2.72	1d	2023-09-05	10:53:20	3012009888.0
Sperax	SPA	0.02	BRL	-3.99	1d	2023-09-05	10:53:20	4615267291.67
Banano	BAN	0.02	BRL	-2.25	1d	2023-09-05	10:53:20	1918865025.0
Bonfida	FIDA	0.73	BRL	-5.7	1d	2023-09-05	10:53:20	998729963.6
Kunci Coin	KUNCI	0.03	BRL	0.64	1d	2023-09-05	10:53:20	39999999998.28
Crypterium	CRPT	0.34	BRL	-4.0	1d	2023-09-05	10:53:20	95177636.0
Unicly CryptoPunks Collection	UPUNK	0.13	BRL	-0.1	1d	2023-09-05	10:53:20	250000000.0
IMPT	IMPT	0.02	BRL	-3.59	1d	2023-09-05	10:53:20	2761897017.0
HAPI Protocol	HAPI	45.18	BRL	-1.52	1d	2023-09-05	10:53:20	731929.21
MixMarvel	MIX	0.01	BRL	0.16	1d	2023-09-05	10:53:20	10000000000.0
Carbon Protocol	SWTH	0.02	BRL	5.26	1d	2023-09-05	10:53:20	1719507587.73
ELYSIA	EL	0.01	BRL	-1.47	1d	2023-09-05	10:53:20	6803300704.69
Emirex Token	EMRX	1.17	BRL	-0.04	1d	2023-09-05	10:53:20	500000000.0
Step App	FITFI	0.02	BRL	-4.1	1d	2023-09-05	10:53:20	4600000000.0
EverRise	RISE	0.0	BRL	-1.32	1d	2023-09-05	10:53:20	71618033988.0
Lovely Inu Finance	LOVELY	0.0	BRL	-7.14	1d	2023-09-05	10:53:20	75000000000000.0
Pip	PIP	0.25	BRL	0.32	1d	2023-09-05	10:53:20	999972454.76
Terran Coin	TRR	1.32	BRL	41.04	1d	2023-09-05	10:53:20	10000000000.0
Valobit	VBIT	0.03	BRL	-12.71	1d	2023-09-05	10:53:20	1600000000.0
LBRY Credits	LBC	0.05	BRL	-0.71	1d	2023-09-05	10:53:20	767800721.0
STFX	STFX	0.18	BRL	0.02	1d	2023-09-05	10:53:20	1000000000.0
Karura	KAR	0.32	BRL	1.73	1d	2023-09-05	10:53:20	100000000.0
Lossless	LSS	0.56	BRL	-1.54	1d	2023-09-05	10:53:20	100000000.0
KALM	KALM	5.43	BRL	6.58	1d	2023-09-05	10:53:20	10000000.0
Gulf Coin	GULF	0.27	BRL	0.31	1d	2023-09-05	10:53:20	10000000000.0
Swash	SWASH	0.05	BRL	-3.86	1d	2023-09-05	10:53:20	996948324.13
Verse	VERSE	0.0	BRL	0.05	1d	2023-09-05	10:53:20	208325115295.65
Zynecoin	ZYN	0.75	BRL	0.43	1d	2023-09-05	10:53:20	97119375.0
Arsenal Fan Token	AFC	6.46	BRL	-2.37	1d	2023-09-05	10:53:20	40000000.0
Green Satoshi Token (ETH)	GST	0.63	BRL	-1.76	1d	2023-09-05	10:53:20	48326750.7
Mancium	MANC	3.03	BRL	-0.05	1d	2023-09-05	10:53:20	100000000.0
WeWay	WWY	0.02	BRL	-0.46	1d	2023-09-05	10:53:20	6999999999.0
Genopets	GENE	1.17	BRL	0.34	1d	2023-09-05	10:53:20	100000000.0
Project WITH	WIKEN	0.03	BRL	2.72	1d	2023-09-05	10:53:20	1057786429.0
Starlink	STARL	0.0	BRL	-1.71	1d	2023-09-05	10:53:20	10000000000000.0
Symbiosis	SIS	0.7	BRL	-6.33	1d	2023-09-05	10:53:20	99741144.99
GensoKishi Metaverse	MV	0.17	BRL	-2.82	1d	2023-09-05	10:53:20	2000000000.0
Arix	ARIX	2.98	BRL	-0.54	1d	2023-09-05	10:53:20	102500000.0
Cypherium	CPH	0.05	BRL	-0.04	1d	2023-09-05	10:53:20	6828000000.0
Myria	MYRIA	0.01	BRL	-1.91	1d	2023-09-05	10:53:20	50000000000.0
Shyft Network	SHFT	0.03	BRL	0.74	1d	2023-09-05	10:53:20	2520000000.0
Akita Inu	AKITA	0.0	BRL	-0.61	1d	2023-09-05	10:53:20	92179713782527.0
TOKPIE	TKP	1.01	BRL	-4.95	1d	2023-09-05	10:53:20	100000000.0
PIBBLE	PIB	0.0	BRL	1.81	1d	2023-09-05	10:53:20	29723260892.67
Red Kite	PKF	0.25	BRL	-11.62	1d	2023-09-05	10:53:20	200000000.0
GoChain	GO	0.02	BRL	-0.8	1d	2023-09-05	10:53:20	1234324790.0
Matrix AI Network	MAN	0.07	BRL	-2.8	1d	2023-09-05	10:53:20	730683790.37
Clearpool	CPOOL	0.09	BRL	-0.6	1d	2023-09-05	10:53:20	1000000000.0
ChainGPT	CGPT	0.25	BRL	-0.47	1d	2023-09-05	10:53:20	1000000000.0
DAFI Protocol	DAFI	0.03	BRL	2.23	1d	2023-09-05	10:53:20	2250000000.0
